843588,61,61,71.7,61
843606,66,66,65.35,66
843615,64,64,72.02,64
843626,61,61,62.98,61
843627,60,60,62.2,60
843633,72,72,70.1,72
843635,60,60,65.44,60
843645,62,62,69.46,62
843651,61,61,68,61
843652,64,64,63.64,64
843653,73,73,74.2,73
843654,78,78,77.51,78
843656,72,72,64.7,72
843657,60,60,91.5,60
843658,61,61,67.7,61
843659,61,61,65.9,61
843660,65,65,82,65
843661,60,60,77.7,60
843666,62,62,79.3,62
843668,60,60,67.1,60
843670,61,61,72.4,61
843716,60,60,76.4,60
843720,60,60,64,60
843721,60,60,65.05,60
843725,62,62,72.4,62
843729,61,61,67.9,61
843757,61,61,69.7,61
843771,86,86,88.7,86
843773,62,62,60,62
843781,60,60,69.8,60
843782,61,61,67.13,61
843786,65,65,75.4,65
843791,63,63,76.2,63
843798,71,71,67.4,71
843800,60,60,79.1,60
843521,83,92,73.7,70
843599,67,70,71.6,80
843672,82,61,75,70
843700,85,93,79.29,66
843737,82,64,77.86,72
843742,73,60,75.2,60
843743,82,83,76.17,73
843747,83,62,77.06,61
843750,80,61,70.97,82
843758,85,81,78.6,82
843776,83,60,78,61
843777,81,60,77,60
843778,77,85,82.5,67
843779,84,87,67.16,75
843790,84,64,71.8,61
843815,82,87,73.19,65
843820,80,81,76,70
843822,73,64,72,63
843825,86,71,76.27,70
843834,83,87,82.33,60
843835,84,70,75.27,60
843846,79,63,74.8,60
843847,83,66,75.68,63
843848,85,67,76.22,64
843866,80,77,75.04,61
843867,86,82,76.06,73
843878,82,60,76.9,60
843883,78,63,71,60
843889,89,92,85,74
843891,76,82,62.38,60
843907,85,83,72.4,65
843916,82,82,77.51,62
843917,61,63,69.67,71
843919,63,64,76,61
842497,76,77,64.62,72
842534,70,80,69.56,72
842556,61,74,67.08,67
842562,60,70,71.43,60
842564,67,73,77.9,71
842574,63,80,65.77,62
842607,61,77,66.14,67
842673,71,77,68,62
842705,72,84,63.1,70
842706,71,76,64.54,70
842738,70,81,60.74,70
842739,70,80,68.61,65
842741,70,70,66.69,70
842757,75,80,67.23,70
842767,70,80,67.79,73
842768,60,65,66.58,60
842772,70,77,62.02,63
842792,71,80,62,63
842805,66,73,64.91,75
842808,75,82,69.55,84
842809,64,72,60.4,60
842810,60,73,65,70
842811,70,80,68,70
842812,70,80,70.8,67
842813,63,80,70,64
842814,71,80,69.28,74
842815,60,75,70.5,70
842816,70,80,66.98,67
842817,64,71,60,66
842818,62,72,68.02,63
842819,61,76,64.9,70
842820,64,70,71.04,71
842821,63,72,66.37,71
842822,66,75,81.28,80
842827,70,74,67.61,80
842868,64,72,81.7,62
842451,75,70,61.66,76
842453,67,67,63.45,70
842454,88,70,71.35,86
842496,81,70,0,84
842498,80,72,74.7,80
842508,81,82,60.7,76
842509,67,65,65,74
842525,72,80,62.13,82
842589,66,60,79.2,64
842590,83,70,63.57,87
842611,70,67,60.71,71
842621,71,80,70,70
842622,80,77,77.33,71
842624,81,74,60,72
842631,84,67,87.75,74
842637,71,78,67.77,61
842641,83,71,65.7,80
842647,81,72,77.9,77
842656,86,74,68.8,87
842658,65,61,80.03,60
842659,76,76,77.6,64
842660,77,70,66.9,77
842663,80,73,62.3,84
842674,84,81,65.22,87
842693,73,67,76.2,61
842701,66,74,82.4,77
842714,82,67,75.3,78
842715,81,65,60.44,81
842723,74,70,69.1,70
842724,88,83,66,81
842725,77,73,70.07,75
842828,80,82,67.54,74
842848,70,70,69.18,70
842849,71,67,66,66
842850,64,64,74.2,60
843655,65,60,74.8,60
843540,60,74,66.12,61
843548,60,70,67,62
843710,60,68,76.09,70
843695,63,64,68.04,68
843531,64,60,68.96,60
843584,64,60,76.2,60
843542,65,65,76.15,64
843662,65,67,69.74,60
843569,66,68,73.47,70
843448,67,60,60.54,68
843483,67,62,72.11,71
843476,67,71,73.1,80
843617,67,62,73,60
843669,67,66,78,65
843581,67,60,76.3,61
843566,68,66,60.75,74
843454,70,60,65,66
843488,70,72,74.08,70
843496,70,60,72.5,60
843711,70,70,77.6,66
843648,71,73,64.67,60
843460,72,70,74.29,73
843444,72,67,79.89,76
843447,73,65,67.9,71
843553,73,65,63.46,63
843519,75,62,75.06,63
843512,76,60,76.01,66
843727,76,73,70,62
843459,76,72,70.2,71
843713,78,73,70.6,65
843533,78,77,75.3,83
843481,80,64,65.1,70
843470,80,60,73.41,72
843522,80,60,64.11,70
843674,80,78,75.18,82
843667,80,76,81,62
843523,81,75,74.02,72
843482,81,73,74,66
843696,81,78,67.52,70
843456,82,74,74,71
843625,83,78,72.6,83
843532,83,71,61.12,77
843571,85,78,70.92,73
843487,86,87,73,86
841511,84,77,NA,83
843443,62,71,69.6,80
843536,74,64,64.77,73
843589,68,74,64.1,78
843590,74,70,69.48,75
843595,77,64,71.42,72
843611,80,74,60.17,71
843618,76,75,65.7,70
843628,75,63,70,80
843638,73,76,61.48,70
843639,71,67,78,77
843643,77,71,67.53,77
843705,60,67,60.46,60
843735,68,74,63.25,78
843740,80,73,72.3,85
843741,80,74,68.41,74
843751,84,75,64.5,81
843760,77,82,69.6,78
843789,65,60,67.91,67
843793,77,83,74.9,77
843796,75,74,80.52,72
843801,66,65,63.67,75
843809,77,76,62.21,70
843818,74,71,74.3,70
843829,77,72,64.38,62
843830,78,67,74.72,72
843841,72,77,69.95,70
843862,63,64,67.17,70
843892,68,61,79,63
843908,68,71,76.52,70
842571,72,75,72.4,65
842769,70,80,78.87,62
842747,71,77,73.13,75
842499,70,78,61.65,64
842830,75,82,70.70,80
842782,62,82,67.00,76
842836,74,80,74.78,66
842743,72,80,71.12,72
842789,73,83,71.19,67
842602,83,80,72.94,73
842770,75,75,70.27,87
842586,70,74,72.29,68
842835,71,76,72.38,63
842551,60,80,72.11,71
842648,60,80,74.32,90
842561,60,81,76.67,68
842783,60,77,78.00,63
842650,60,80,72.30,66
842780,60,81,76.00,75
842800,60,78,74.19,66
842572,61,77,77.93,65
842798,61,80,80,66
842567,62,81,75.50,77
842587,62,80,68.65,80
842765,62,70,71.21,74
842563,64,77,79.10,76
842786,64,78,66.58,85
842796,65,75,78.90,77
842787,66,80,65.38,82
842552,67,78,72.44,64
842799,67,77,73.63,74
842569,68,82,72.54,80
842616,71,80,75.37,85
842746,71,80,75.94,72
842542,72,77,76.01,90
842771,73,77,68.67,64
842793,74,77,75.60,68
842633,75,71,68.46,70
842720,80,73,72.47,76
842512,85,80,75.10,67
842788,90,80,78.60,72
842753,91,77,71.69,67
842500,92,80,78.12,83
839285,81,84,75.66,72
843602,61,82,78.6,64
843604,70,74,76.9,70
843605,88,73,72,60
843693,82,82,75,68
843706,73,74,75.84,73
843736,85,76,72.2,75
843749,68,73,64,60
843752,74,73,72.74,74
843755,80,84,72.59,74
843780,83,75,73.56,80
843783,67,74,69,70
843785,65,75,77.1,70
843792,60,76,70.9,74
843799,70,75,61.6,70
843803,78,80,76.45,63
843808,71,75,62.22,65
843812,77,78,71.53,70
843814,75,77,72.34,65
843823,70,76,82,60
843824,70,75,81.8,73
843831,80,81,72.5,60
843832,75,76,63.36,60
843839,74,74,63.78,67
843852,80,81,61.54,71
843853,65,80,60.68,63
843857,71,75,67.15,73
843858,64,71,66.44,66
843859,77,80,70.61,77
843860,80,84,65.7,80
843863,82,72,69.21,75
843864,67,76,72.3,67
843868,85,80,73.01,60
843874,87,76,67.21,74
843876,70,74,61.8,64
843893,81,78,75.62,61
843905,74,76,67,76
842511,76,73,61.6,76
842513,71,73,72.89,65
842515,62,67,86,76
842528,63,70,61.04,71
842531,64,76,68.64,65
842543,62,76,63.5,88
842554,70,72,68.83,61
842559,64,74,68.67,64
842565,60,64,61.20,66
842566,60,74,79.94,92
842568,75,80,79.65,65
842585,65,68,65.82,89
842591,60,66,67.58,78
842592,72,70,80.07,89
842601,74,78,79.66,68
842605,73,80,67.35,85
842608,65,80,70.1,76
842614,63,66,73.45,67
842620,68,72,77.66,64
842639,73,70,67.56,88
842645,73,75,61.42,62
842664,67,67,67.00,61
842666,67,77,80.00,88
842668,80,80,79.9,79
842677,70,83,70,79
842682,77,82,72,61
842683,81,76,85,82
842684,70,60,69.47,77
842685,77,83,87,61
842690,74,68,72,88
842698,60,67,62.53,77
842707,60,80,76,84
842709,61,74,60.32,60
842713,68,72,70,90
842716,85,92,79.42,93
842719,76,86,74,60
842727,70,84,61.9,90
842728,75,86,67,91
842729,80,80,85.7,68
842732,71,84,67.6,85
842733,66,78,65.96,86
842737,66,80,69,62
842742,60,80,64.17,90
842744,74,80,67.37,92
842745,71,81,62.,90
842749,80,81,68.40,91
842752,85,85,65.01,88
842754,77,84,67.45,92
842755,61,84,80.05,81
842756,80,84,73.47,91
842759,72,78,68.4,84
842761,83,80,68.73,90
842763,63,80,73.53,63
842764,61,81,77.00,73
842773,77,81,73.00,90
842775,74,81,73.,86
842776,61,80,73.28,60
842778,70,80,73.10,90
842781,71,80,83.77,91
842784,66,80,72.,86
842785,78,80,79.94,91
842790,67,80,77.81,63
842794,71,84,68.17,87
842795,81,84,08.01,80
842801,75,78,69.70,76
842804,70,77,81.74,78
842833,66,78,75.2,76
842856,64,75,65.3,86
842439,66,60,70,76
842440,63,63,87,67
842442,62,63,75.45,71
842446,76,76,81.2,82
842449,77,76,83.1,80
842450,63,64,77.02,73
842452,63,76,79.1,75
842455,76,80,79.7,87
842457,71,64,80.5,75
842458,65,72,72.3,81
842461,63,76,79.29,66
842462,62,75,77.4,81
842465,67,60,81.9,75
842466,73,80,81.2,80
842468,60,62,84.01,80
842469,75,74,88.5,88
842473,75,70,79.6,67
842478,78,83,75.12,91
842479,67,61,75.19,72
842484,62,75,70.1,86
842485,82,83,79.4,60
842486,75,77,71.4,78
842487,71,60,80.4,65
842489,60,71,78.8,73
842490,75,76,84.5,81
842492,71,80,79.2,63
842494,61,76,80.9,73
842520,76,80,81.3,71
842524,60,60,71.5,85
842533,82,63,72.3,67
842535,82,74,83.5,61
842536,65,74,80.3,74
842539,65,72,80.2,75
842540,62,62,72.5,70
842541,82,60,76.02,60
842657,70,60,74.1,70
842861,77,72,81.9,80
91971,70,73,75.66,66
92544,70,80,75,81
92545,70,76,75,85
92480,83,74,64.2,80
91975,72,74,92,81
91976,74,70,83.1,72
91978,70,80,71.6,87
91972,72,80,80.4,87
91977,63,80,66,81
92481,82,81,89.6,90
92540,73,70,60,86
92542,62,81,65.4,81
92541,88,70,65.4,84
92543,78,80,69.7,74
92539,74,73,67.82,70
91974,84,81,62.9,86
92546,80,83,84,82
91973,76,85,71.9,85
847965,81,82,72.48,87
847978,84,76,66.16,90
847966,62,81,71.44,86
847929,75,84,69.4,80
847976,70,80,68.96,77
847926,74,83,63.04,87
847934,70,80,71.95,85
847988,84,80,65.59,86
847987,71,75,83.22,87
847963,72,74,68.21,84
847921,72,81,70.3,73
847942,72,82,74.76,80
847939,64,80,71.82,74
847925,70,80,63.27,84
847947,76,80,67.26,85
848037,70,80,65.96,85
847922,70,80,65.83,80
847924,66,80,76.85,86
847989,70,80,65.51,83
847937,75,80,66.75,78
846642,81,73,71.88,82
74244,64,83,77.1,75
74256,83,77,82.8,90
74257,77,80,80.8,81
74347,70,83,79.3,86
74348,70,80,70.9,90
74384,74,71,83.4,86
74385,85,85,83.2,91
74386,74,83,79.1,85
74318,63,71,88.9,80
74351,81,85,74.6,74
74336,80,84,75.57,75
74340,60,80,80.3,75
74360,80,77,73.9,70
74299,63,80,81,72
74389,61,70,85.4,74
74403,85,83,73.9,90
74400,80,73,74,87
74398,70,70,89,80
74419,70,86,79.9,75
74376,81,85,74.3,86
74374,72,80,78.5,86
74284,86,84,65.2,91
74306,70,80,87.26,75
74380,81,84,75.41,91
74338,70,70,65.7,74
74353,77,83,75.1,91
74329,60,82,69.2,70
74296,80,85,82.8,90
74309,77,82,61.1,75
74310,62,75,63.1,81
74369,65,80,74.3,70
74352,66,80,61.42,90
74271,60,72,65.7,80
92853,74,81,75.1,70
92847,76,77,69.2,80
92549,87,81,82.8,93
92547,85,86,61.1,91
846642,81,73,71.88,82
849712,76,80,81.16,86
849713,77,90,69.8,84
849716,70,77,65.85,87
849715,72,77,81,86
849714,72,82,68.37,87
849710,70,84,74.06,76
96121,88,90,66,86
96411,88,82,78.58,87
96412,77,85,78.58,85
96415,70,70,66.86,83
96418,81,82,86.45,88
96125,70,80,63.55,75
96419,73,86,78.6,85
96427,70,73,75,83
96442,74,72,68,87
96449,70,76,71,83
96457,70,70,70.6,83
96470,75,71,68,86
96473,72,71,65,84
96508,70,70,65,86
96511,90,80,73.47,85
96408,82,90,73.47,88
96439,83,78,77.78,86
96416,80,74,76.46,85
96510,71,80,70.32,84
96509,74,87,65.75,87
96501,77,84,71.7,86
96498,80,80,70,86
96496,77,80,72.13,86
96497,70,87,76.5,85
96503,72,84,76,86
75750,92,90,80.4,80
75751,87,90,64,80
75754,92,90,80.09,82
75759,93,90,76.9,85
75783,92,90,75.4,82
75792,92,90,81.92,75
75796,90,84,77.43,80
75807,92,90,76,81
75847,87,85,64.33,81
75854,91,85,65.6,81
75873,90,90,71.9,73
75895,91,84,69.12,80
75896,90,84,70,80
75897,91,84,75.2,77
75898,90,84,70.95,80
75899,91,86,64.35,76
75900,84,85,70.65,80
75901,91,85,65.6,77
